county,precinct,office,district,candidate,party,votes,yes_votes,no_votes
Jefferson,7192930266,President,,Donald J. Trump / Michael R. Pence,Republican Party,423,0,0
Jefferson,7192930266,President,,Don Blankenship / William Mohr,American Constitution Party,3,0,0
Jefferson,7192930266,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,1,0,0
Jefferson,7192930266,President,,Howie Hawkins / Angela Nicole Walker,Green Party,1,0,0
Jefferson,7192930266,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Jefferson,7192930266,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,18,0,0
Jefferson,7192930266,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Jefferson,7192930266,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Jefferson,7192930266,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Jefferson,7192930266,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,1,0,0
Jefferson,7192930266,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Jefferson,7192930266,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Jefferson,7192930266,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Jefferson,7192930266,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Jefferson,7192930266,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Jefferson,7192930266,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Jefferson,7192930266,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,1,0,0
Jefferson,7192930266,President,,Brock Pierce / Karla Ballard,Unaffiliated,1,0,0
Jefferson,7192930266,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Jefferson,7192930266,President,,Kanye West / Michelle Tidball,Unaffiliated,1,0,0
Jefferson,7192930266,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Jefferson,7192930266,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Jefferson,7192930266,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Jefferson,7192930266,U.S. Senate,,John W. Hickenlooper,Democratic Party,525,0,0
Jefferson,7192930266,U.S. Senate,,Cory Gardner,Republican Party,444,0,0
Jefferson,7192930266,U.S. Senate,,Daniel Doyle,Approval Voting Party,3,0,0
Jefferson,7192930266,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,2,0,0
Jefferson,7192930266,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,14,0,0
Jefferson,7192930266,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Jefferson,7192930266,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Jefferson,7192930266,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Jefferson,7192930266,U.S. House,7,"Charles ""Casper"" Stockham",Republican Party,412,0,0
Jefferson,7192930266,U.S. House,7,Ed Perlmutter,Democratic Party,531,0,0
Jefferson,7192930266,U.S. House,7,David Olszta,Unity Party of Colorado,6,0,0
Jefferson,7192930266,U.S. House,7,Ken Biles,Libertarian Party,20,0,0
Jefferson,7192930266,U.S. House,7,Steve Zorn,Democratic Party,0,0,0
Jefferson,7192930266,State Board Of Education - District 7,,Karla Esser,Democratic Party,546,0,0
Jefferson,7192930266,State Board Of Education - District 7,,Nancy Pallozzi,Republican Party,394,0,0
Jefferson,7192930266,Regent Of The University Of Colorado - District 7,,Nolbert Chavez,Democratic Party,629,0,0
Jefferson,7192930266,State Senate,19,Rachel Zenzinger,Democratic Party,545,0,0
Jefferson,7192930266,State Senate,19,Lynn Gerber,Republican Party,403,0,0
Jefferson,7192930266,State House,29,Lindsey N. Daugherty,Democratic Party,482,0,0
Jefferson,7192930266,State House,29,Vanessa DeMott,Republican Party,400,0,0
Jefferson,7192930266,State House,29,Ryan Van Gundy,Libertarian Party,64,0,0
Jefferson,7192930266,District Attorney - District 1,,Matthew Durkin,Republican Party,432,0,0
Jefferson,7192930266,District Attorney - District 1,,Alexis King,Democratic Party,503,0,0
Jefferson,7192930266,Supreme Court,,Melissa Hart,,0,579,257
Jefferson,7192930266,Supreme Court,,Carlos A. Samour Jr.,,0,564,263
Jefferson,7192930266,Court of Appeals,,Ted C. Tow III,,0,531,290
Jefferson,7192930266,Court of Appeals,,Craig R. Welling,,0,527,272
Jefferson,7192930266,"District Court, 1st Judicial District",,Randall C. Arp,,0,571,235
Jefferson,7192930266,"District Court, 1st Judicial District",,Ann Gail Meinster,,0,566,245
Jefferson,7192930266,"District Court, 1st Judicial District",,Lily Oeffler,,0,567,239
Jefferson,7192930266,"District Court, 1st Judicial District",,Tamara Russell,,0,553,250
Jefferson,7192930266,"District Court, 1st Judicial District",,Christopher Zenisek,,0,548,251
Jefferson,7192930266,"County Court, Jefferson",,Bradley Allen Burback,,0,536,270
Jefferson,7192930266,"County Court, Jefferson",,Verna Lee Carpenter,,0,556,255
Jefferson,7192930266,"County Court, Jefferson",,K.J. Moore,,0,580,226
Jefferson,7192930266,"County Court, Jefferson",,Harold Sargent,,0,560,246
Jefferson,7192930266,Amendment B (CONSTITUTIONAL),,,,0,532,415
Jefferson,7192930266,Amendment C (CONSTITUTIONAL),,,,0,499,428
Jefferson,7192930266,Amendment 76 (CONSTITUTIONAL),,,,0,633,334
Jefferson,7192930266,Amendment 77 (CONSTITUTIONAL),,,,0,594,350
Jefferson,7192930266,Proposition EE (STATUTORY),,,,0,605,361
Jefferson,7192930266,Proposition 113 (STATUTORY),,,,0,497,463
Jefferson,7192930266,Proposition 114 (STATUTORY),,,,0,479,472
Jefferson,7192930266,Proposition 115 (STATUTORY),,,,0,381,571
Jefferson,7192930266,Proposition 116 (STATUTORY),,,,0,567,393
Jefferson,7192930266,Proposition 117 (STATUTORY),,,,0,491,430
Jefferson,7192930266,Proposition 118 (STATUTORY),,,,0,543,413
Jefferson,7192930267,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,495,0,0
Jefferson,7192930267,President,,Donald J. Trump / Michael R. Pence,Republican Party,352,0,0
Jefferson,7192930267,President,,Don Blankenship / William Mohr,American Constitution Party,0,0,0
Jefferson,7192930267,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,3,0,0
Jefferson,7192930267,President,,Howie Hawkins / Angela Nicole Walker,Green Party,1,0,0
Jefferson,7192930267,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Jefferson,7192930267,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,10,0,0
Jefferson,7192930267,President,,Brian Carroll / Amar Patel,American Solidarity Party,4,0,0
Jefferson,7192930267,President,,Mark Charles / Adrian Wallace,Unaffiliated,1,0,0
Jefferson,7192930267,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Jefferson,7192930267,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Jefferson,7192930267,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,1,0,0
Jefferson,7192930267,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,1,0,0
Jefferson,7192930267,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Jefferson,7192930267,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Jefferson,7192930267,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,1,0,0
Jefferson,7192930267,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Jefferson,7192930267,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Jefferson,7192930267,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Jefferson,7192930267,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Jefferson,7192930267,President,,Kanye West / Michelle Tidball,Unaffiliated,1,0,0
Jefferson,7192930267,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Jefferson,7192930267,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Jefferson,7192930267,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Jefferson,7192930267,U.S. Senate,,John W. Hickenlooper,Democratic Party,493,0,0
Jefferson,7192930267,U.S. Senate,,Cory Gardner,Republican Party,360,0,0
Jefferson,7192930267,U.S. Senate,,Daniel Doyle,Approval Voting Party,2,0,0
Jefferson,7192930267,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,6,0,0
Jefferson,7192930267,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,10,0,0
Jefferson,7192930267,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Jefferson,7192930267,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Jefferson,7192930267,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Jefferson,7192930267,U.S. House,7,"Charles ""Casper"" Stockham",Republican Party,330,0,0
Jefferson,7192930267,U.S. House,7,Ed Perlmutter,Democratic Party,491,0,0
Jefferson,7192930267,U.S. House,7,David Olszta,Unity Party of Colorado,6,0,0
Jefferson,7192930267,U.S. House,7,Ken Biles,Libertarian Party,22,0,0
Jefferson,7192930267,U.S. House,7,Steve Zorn,Democratic Party,0,0,0
Jefferson,7192930267,State Board Of Education - District 7,,Karla Esser,Democratic Party,498,0,0
Jefferson,7192930267,State Board Of Education - District 7,,Nancy Pallozzi,Republican Party,321,0,0
Jefferson,7192930267,Regent Of The University Of Colorado - District 7,,Nolbert Chavez,Democratic Party,592,0,0
Jefferson,7192930267,State Senate,19,Rachel Zenzinger,Democratic Party,497,0,0
Jefferson,7192930267,State Senate,19,Lynn Gerber,Republican Party,338,0,0
Jefferson,7192930267,State House,29,Lindsey N. Daugherty,Democratic Party,456,0,0
Jefferson,7192930267,State House,29,Vanessa DeMott,Republican Party,321,0,0
Jefferson,7192930267,State House,29,Ryan Van Gundy,Libertarian Party,47,0,0
Jefferson,7192930267,District Attorney - District 1,,Matthew Durkin,Republican Party,350,0,0
Jefferson,7192930267,District Attorney - District 1,,Alexis King,Democratic Party,463,0,0
Jefferson,7192930267,Supreme Court,,Melissa Hart,,0,522,210
Jefferson,7192930267,Supreme Court,,Carlos A. Samour Jr.,,0,490,226
Jefferson,7192930267,Court of Appeals,,Ted C. Tow III,,0,459,251
Jefferson,7192930267,Court of Appeals,,Craig R. Welling,,0,475,223
Jefferson,7192930267,"District Court, 1st Judicial District",,Randall C. Arp,,0,499,210
Jefferson,7192930267,"District Court, 1st Judicial District",,Ann Gail Meinster,,0,509,204
Jefferson,7192930267,"District Court, 1st Judicial District",,Lily Oeffler,,0,505,203
Jefferson,7192930267,"District Court, 1st Judicial District",,Tamara Russell,,0,500,206
Jefferson,7192930267,"District Court, 1st Judicial District",,Christopher Zenisek,,0,496,210
Jefferson,7192930267,"County Court, Jefferson",,Bradley Allen Burback,,0,474,231
Jefferson,7192930267,"County Court, Jefferson",,Verna Lee Carpenter,,0,501,206
Jefferson,7192930267,"County Court, Jefferson",,K.J. Moore,,0,515,193
Jefferson,7192930267,"County Court, Jefferson",,Harold Sargent,,0,497,207
Jefferson,7192930267,Amendment B (CONSTITUTIONAL),,,,0,431,390
Jefferson,7192930267,Amendment C (CONSTITUTIONAL),,,,0,433,379
Jefferson,7192930267,Amendment 76 (CONSTITUTIONAL),,,,0,508,336
Jefferson,7192930267,Amendment 77 (CONSTITUTIONAL),,,,0,498,327
Jefferson,7192930267,Proposition EE (STATUTORY),,,,0,533,313
Jefferson,7192930267,Proposition 113 (STATUTORY),,,,0,463,371
Jefferson,7192930267,Proposition 114 (STATUTORY),,,,0,463,366
Jefferson,7192930267,Proposition 115 (STATUTORY),,,,0,321,514
Jefferson,7192930267,Proposition 116 (STATUTORY),,,,0,455,383
Jefferson,7192930267,Proposition 117 (STATUTORY),,,,0,415,388
Jefferson,7192930267,Proposition 118 (STATUTORY),,,,0,508,324
Jefferson,7192930268,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,603,0,0
Jefferson,7192930268,President,,Donald J. Trump / Michael R. Pence,Republican Party,326,0,0
Jefferson,7192930268,President,,Don Blankenship / William Mohr,American Constitution Party,2,0,0
Jefferson,7192930268,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,1,0,0
Jefferson,7192930268,President,,Howie Hawkins / Angela Nicole Walker,Green Party,3,0,0
Jefferson,7192930268,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Jefferson,7192930268,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,15,0,0
Jefferson,7192930268,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Jefferson,7192930268,President,,Mark Charles / Adrian Wallace,Unaffiliated,2,0,0
Jefferson,7192930268,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Jefferson,7192930268,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Jefferson,7192930268,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Jefferson,7192930268,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Jefferson,7192930268,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Jefferson,7192930268,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Jefferson,7192930268,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Jefferson,7192930268,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,1,0,0
Jefferson,7192930268,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Jefferson,7192930268,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Jefferson,7192930268,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Jefferson,7192930268,President,,Kanye West / Michelle Tidball,Unaffiliated,4,0,0
Jefferson,7192930268,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Jefferson,7192930268,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Jefferson,7192930268,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Jefferson,7192930268,U.S. Senate,,John W. Hickenlooper,Democratic Party,599,0,0
Jefferson,7192930268,U.S. Senate,,Cory Gardner,Republican Party,321,0,0
Jefferson,7192930268,U.S. Senate,,Daniel Doyle,Approval Voting Party,9,0,0
Jefferson,7192930268,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,0,0,0
Jefferson,7192930268,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,19,0,0
Jefferson,7192930268,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Jefferson,7192930268,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Jefferson,7192930268,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Jefferson,7192930268,U.S. House,7,"Charles ""Casper"" Stockham",Republican Party,305,0,0
Jefferson,7192930268,U.S. House,7,Ed Perlmutter,Democratic Party,584,0,0
Jefferson,7192930268,U.S. House,7,David Olszta,Unity Party of Colorado,8,0,0
Jefferson,7192930268,U.S. House,7,Ken Biles,Libertarian Party,31,0,0
Jefferson,7192930268,U.S. House,7,Steve Zorn,Democratic Party,0,0,0
Jefferson,7192930268,State Board Of Education - District 7,,Karla Esser,Democratic Party,630,0,0
Jefferson,7192930268,State Board Of Education - District 7,,Nancy Pallozzi,Republican Party,289,0,0
Jefferson,7192930268,Regent Of The University Of Colorado - District 7,,Nolbert Chavez,Democratic Party,684,0,0
Jefferson,7192930268,State Senate,19,Rachel Zenzinger,Democratic Party,612,0,0
Jefferson,7192930268,State Senate,19,Lynn Gerber,Republican Party,298,0,0
Jefferson,7192930268,State House,29,Lindsey N. Daugherty,Democratic Party,560,0,0
Jefferson,7192930268,State House,29,Vanessa DeMott,Republican Party,287,0,0
Jefferson,7192930268,State House,29,Ryan Van Gundy,Libertarian Party,56,0,0
Jefferson,7192930268,District Attorney - District 1,,Matthew Durkin,Republican Party,321,0,0
Jefferson,7192930268,District Attorney - District 1,,Alexis King,Democratic Party,580,0,0
Jefferson,7192930268,Supreme Court,,Melissa Hart,,0,583,215
Jefferson,7192930268,Supreme Court,,Carlos A. Samour Jr.,,0,548,241
Jefferson,7192930268,Court of Appeals,,Ted C. Tow III,,0,517,266
Jefferson,7192930268,Court of Appeals,,Craig R. Welling,,0,514,247
Jefferson,7192930268,"District Court, 1st Judicial District",,Randall C. Arp,,0,540,228
Jefferson,7192930268,"District Court, 1st Judicial District",,Ann Gail Meinster,,0,541,228
Jefferson,7192930268,"District Court, 1st Judicial District",,Lily Oeffler,,0,533,229
Jefferson,7192930268,"District Court, 1st Judicial District",,Tamara Russell,,0,538,229
Jefferson,7192930268,"District Court, 1st Judicial District",,Christopher Zenisek,,0,524,239
Jefferson,7192930268,"County Court, Jefferson",,Bradley Allen Burback,,0,512,253
Jefferson,7192930268,"County Court, Jefferson",,Verna Lee Carpenter,,0,536,231
Jefferson,7192930268,"County Court, Jefferson",,K.J. Moore,,0,545,223
Jefferson,7192930268,"County Court, Jefferson",,Harold Sargent,,0,530,236
Jefferson,7192930268,Amendment B (CONSTITUTIONAL),,,,0,534,368
Jefferson,7192930268,Amendment C (CONSTITUTIONAL),,,,0,510,379
Jefferson,7192930268,Amendment 76 (CONSTITUTIONAL),,,,0,538,378
Jefferson,7192930268,Amendment 77 (CONSTITUTIONAL),,,,0,569,317
Jefferson,7192930268,Proposition EE (STATUTORY),,,,0,591,338
Jefferson,7192930268,Proposition 113 (STATUTORY),,,,0,586,333
Jefferson,7192930268,Proposition 114 (STATUTORY),,,,0,531,382
Jefferson,7192930268,Proposition 115 (STATUTORY),,,,0,290,634
Jefferson,7192930268,Proposition 116 (STATUTORY),,,,0,529,386
Jefferson,7192930268,Proposition 117 (STATUTORY),,,,0,471,410
Jefferson,7192930268,Proposition 118 (STATUTORY),,,,0,616,296
Jefferson,7192930298,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,741,0,0
Jefferson,7192930298,President,,Donald J. Trump / Michael R. Pence,Republican Party,328,0,0
Jefferson,7192930298,President,,Don Blankenship / William Mohr,American Constitution Party,0,0,0
Jefferson,7192930298,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,1,0,0
Jefferson,7192930298,President,,Howie Hawkins / Angela Nicole Walker,Green Party,2,0,0
Jefferson,7192930298,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Jefferson,7192930298,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,27,0,0
Jefferson,7192930298,President,,Brian Carroll / Amar Patel,American Solidarity Party,1,0,0
Jefferson,7192930298,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Jefferson,7192930298,President,,Phil Collins / Billy Joe Parker,Prohibition Party,1,0,0
Jefferson,7192930298,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Jefferson,7192930298,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
