county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,AB-13,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,2380
City & County of Honolulu,AB-13,President,,,Total Blank Votes,,,,17
City & County of Honolulu,AB-13,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-13,President,,,Total Ballots,,,,3031
City & County of Honolulu,AB-13,US Representative,2,REP,"EVANS, Roger B.",,,,615
City & County of Honolulu,AB-13,US Representative,2,,Total Blank Votes,,,,223
City & County of Honolulu,AB-13,US Representative,2,,Total Over Votes,,,,2
City & County of Honolulu,AB-13,US Representative,2,,Total Ballots,,,,3031
City & County of Honolulu,AB-13,US Representative,2,DEM,"HIRONO, Mazie",,,,2067
City & County of Honolulu,AB-13,US Representative,2,,Total Blank Votes,,,,223
City & County of Honolulu,AB-13,US Representative,2,,Total Over Votes,,,,2
City & County of Honolulu,AB-13,US Representative,2,,Total Ballots,,,,3031
City & County of Honolulu,AB-13,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,62
City & County of Honolulu,AB-13,US Representative,2,,Total Blank Votes,,,,223
City & County of Honolulu,AB-13,US Representative,2,,Total Over Votes,,,,2
City & County of Honolulu,AB-13,US Representative,2,,Total Ballots,,,,3031
City & County of Honolulu,AB-13,US Representative,2,,"STENSHOL, Shaun",,,,62
City & County of Honolulu,AB-13,US Representative,2,,Total Blank Votes,,,,223
City & County of Honolulu,AB-13,US Representative,2,,Total Over Votes,,,,2
City & County of Honolulu,AB-13,US Representative,2,,Total Ballots,,,,3031
City & County of Honolulu,AB-13,State Representative,4,REP,"BLAS, Fred",,,,1232
City & County of Honolulu,AB-13,State Representative,4,,Total Blank Votes,,,,185
City & County of Honolulu,AB-13,State Representative,4,,Total Over Votes,,,,5
City & County of Honolulu,AB-13,State Representative,4,,Total Ballots,,,,3031
City & County of Honolulu,AB-13,State Representative,4,DEM,"HANOHANO, Faye P.",,,,1609
City & County of Honolulu,AB-13,State Representative,4,,Total Blank Votes,,,,185
City & County of Honolulu,AB-13,State Representative,4,,Total Over Votes,,,,5
City & County of Honolulu,AB-13,State Representative,4,,Total Ballots,,,,3031
City & County of Honolulu,AB-14,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,0
City & County of Honolulu,AB-14,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Ballots,,,,131
City & County of Honolulu,AB-14,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,1
City & County of Honolulu,AB-14,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Ballots,,,,131
City & County of Honolulu,AB-14,President,,REP,"McCAIN, John / PALIN, Sarah",,,,28
City & County of Honolulu,AB-14,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Ballots,,,,131
City & County of Honolulu,AB-14,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,1
City & County of Honolulu,AB-14,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Ballots,,,,131
City & County of Honolulu,AB-14,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,2
City & County of Honolulu,AB-14,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Ballots,,,,131
City & County of Honolulu,AB-14,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,99
City & County of Honolulu,AB-14,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-14,President,,,Total Ballots,,,,131
City & County of Honolulu,AB-14,US Representative,2,REP,"EVANS, Roger B.",,,,26
City & County of Honolulu,AB-14,US Representative,2,,Total Blank Votes,,,,4
City & County of Honolulu,AB-14,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-14,US Representative,2,,Total Ballots,,,,131
City & County of Honolulu,AB-14,US Representative,2,DEM,"HIRONO, Mazie",,,,96
City & County of Honolulu,AB-14,US Representative,2,,Total Blank Votes,,,,4
City & County of Honolulu,AB-14,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-14,US Representative,2,,Total Ballots,,,,131
City & County of Honolulu,AB-14,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,0
City & County of Honolulu,AB-14,US Representative,2,,Total Blank Votes,,,,4
City & County of Honolulu,AB-14,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-14,US Representative,2,,Total Ballots,,,,131
City & County of Honolulu,AB-14,US Representative,2,,"STENSHOL, Shaun",,,,5
City & County of Honolulu,AB-14,US Representative,2,,Total Blank Votes,,,,4
City & County of Honolulu,AB-14,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-14,US Representative,2,,Total Ballots,,,,131
City & County of Honolulu,AB-15,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,5
City & County of Honolulu,AB-15,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-15,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-15,President,,,Total Ballots,,,,1523
City & County of Honolulu,AB-15,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,5
City & County of Honolulu,AB-15,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-15,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-15,President,,,Total Ballots,,,,1523
City & County of Honolulu,AB-15,President,,REP,"McCAIN, John / PALIN, Sarah",,,,277
City & County of Honolulu,AB-15,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-15,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-15,President,,,Total Ballots,,,,1523
City & County of Honolulu,AB-15,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,4
City & County of Honolulu,AB-15,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-15,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-15,President,,,Total Ballots,,,,1523
City & County of Honolulu,AB-15,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,9
City & County of Honolulu,AB-15,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-15,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-15,President,,,Total Ballots,,,,1523
City & County of Honolulu,AB-15,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,1213
City & County of Honolulu,AB-15,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-15,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-15,President,,,Total Ballots,,,,1523
City & County of Honolulu,AB-15,US Representative,2,REP,"EVANS, Roger B.",,,,250
City & County of Honolulu,AB-15,US Representative,2,,Total Blank Votes,,,,92
City & County of Honolulu,AB-15,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-15,US Representative,2,,Total Ballots,,,,1523
City & County of Honolulu,AB-15,US Representative,2,DEM,"HIRONO, Mazie",,,,1110
City & County of Honolulu,AB-15,US Representative,2,,Total Blank Votes,,,,92
City & County of Honolulu,AB-15,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-15,US Representative,2,,Total Ballots,,,,1523
City & County of Honolulu,AB-15,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,38
City & County of Honolulu,AB-15,US Representative,2,,Total Blank Votes,,,,92
City & County of Honolulu,AB-15,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-15,US Representative,2,,Total Ballots,,,,1523
City & County of Honolulu,AB-15,US Representative,2,,"STENSHOL, Shaun",,,,32
City & County of Honolulu,AB-15,US Representative,2,,Total Blank Votes,,,,92
City & County of Honolulu,AB-15,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-15,US Representative,2,,Total Ballots,,,,1523
City & County of Honolulu,AB-16,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,0
City & County of Honolulu,AB-16,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-16,President,,,Total Over Votes,,,,1
City & County of Honolulu,AB-16,President,,,Total Ballots,,,,425
City & County of Honolulu,AB-16,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,1
City & County of Honolulu,AB-16,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-16,President,,,Total Over Votes,,,,1
City & County of Honolulu,AB-16,President,,,Total Ballots,,,,425
City & County of Honolulu,AB-16,President,,REP,"McCAIN, John / PALIN, Sarah",,,,61
City & County of Honolulu,AB-16,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-16,President,,,Total Over Votes,,,,1
City & County of Honolulu,AB-16,President,,,Total Ballots,,,,425
City & County of Honolulu,AB-16,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,1
City & County of Honolulu,AB-16,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-16,President,,,Total Over Votes,,,,1
City & County of Honolulu,AB-16,President,,,Total Ballots,,,,425
City & County of Honolulu,AB-16,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,3
City & County of Honolulu,AB-16,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-16,President,,,Total Over Votes,,,,1
City & County of Honolulu,AB-16,President,,,Total Ballots,,,,425
City & County of Honolulu,AB-16,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,358
City & County of Honolulu,AB-16,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-16,President,,,Total Over Votes,,,,1
City & County of Honolulu,AB-16,President,,,Total Ballots,,,,425
City & County of Honolulu,AB-16,US Representative,2,REP,"EVANS, Roger B.",,,,69
City & County of Honolulu,AB-16,US Representative,2,,Total Blank Votes,,,,25
City & County of Honolulu,AB-16,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-16,US Representative,2,,Total Ballots,,,,425
City & County of Honolulu,AB-16,US Representative,2,DEM,"HIRONO, Mazie",,,,308
City & County of Honolulu,AB-16,US Representative,2,,Total Blank Votes,,,,25
City & County of Honolulu,AB-16,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-16,US Representative,2,,Total Ballots,,,,425
City & County of Honolulu,AB-16,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,9
City & County of Honolulu,AB-16,US Representative,2,,Total Blank Votes,,,,25
City & County of Honolulu,AB-16,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-16,US Representative,2,,Total Ballots,,,,425
City & County of Honolulu,AB-16,US Representative,2,,"STENSHOL, Shaun",,,,14
City & County of Honolulu,AB-16,US Representative,2,,Total Blank Votes,,,,25
City & County of Honolulu,AB-16,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-16,US Representative,2,,Total Ballots,,,,425
City & County of Honolulu,AB-17,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,1
City & County of Honolulu,AB-17,President,,,Total Blank Votes,,,,6
City & County of Honolulu,AB-17,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-17,President,,,Total Ballots,,,,995
City & County of Honolulu,AB-17,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,2
City & County of Honolulu,AB-17,President,,,Total Blank Votes,,,,6
City & County of Honolulu,AB-17,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-17,President,,,Total Ballots,,,,995
City & County of Honolulu,AB-17,President,,REP,"McCAIN, John / PALIN, Sarah",,,,176
City & County of Honolulu,AB-17,President,,,Total Blank Votes,,,,6
City & County of Honolulu,AB-17,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-17,President,,,Total Ballots,,,,995
City & County of Honolulu,AB-17,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,4
City & County of Honolulu,AB-17,President,,,Total Blank Votes,,,,6
City & County of Honolulu,AB-17,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-17,President,,,Total Ballots,,,,995
City & County of Honolulu,AB-17,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,10
City & County of Honolulu,AB-17,President,,,Total Blank Votes,,,,6
City & County of Honolulu,AB-17,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-17,President,,,Total Ballots,,,,995
City & County of Honolulu,AB-17,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,796
City & County of Honolulu,AB-17,President,,,Total Blank Votes,,,,6
City & County of Honolulu,AB-17,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-17,President,,,Total Ballots,,,,995
City & County of Honolulu,AB-17,US Representative,2,REP,"EVANS, Roger B.",,,,156
City & County of Honolulu,AB-17,US Representative,2,,Total Blank Votes,,,,71
City & County of Honolulu,AB-17,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-17,US Representative,2,,Total Ballots,,,,995
City & County of Honolulu,AB-17,US Representative,2,DEM,"HIRONO, Mazie",,,,742
City & County of Honolulu,AB-17,US Representative,2,,Total Blank Votes,,,,71
City & County of Honolulu,AB-17,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-17,US Representative,2,,Total Ballots,,,,995
City & County of Honolulu,AB-17,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,14
City & County of Honolulu,AB-17,US Representative,2,,Total Blank Votes,,,,71
City & County of Honolulu,AB-17,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-17,US Representative,2,,Total Ballots,,,,995
City & County of Honolulu,AB-17,US Representative,2,,"STENSHOL, Shaun",,,,11
City & County of Honolulu,AB-17,US Representative,2,,Total Blank Votes,,,,71
City & County of Honolulu,AB-17,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-17,US Representative,2,,Total Ballots,,,,995
City & County of Honolulu,AB-18,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,1
City & County of Honolulu,AB-18,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-18,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-18,President,,,Total Ballots,,,,2505
City & County of Honolulu,AB-18,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,8
City & County of Honolulu,AB-18,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-18,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-18,President,,,Total Ballots,,,,2505
City & County of Honolulu,AB-18,President,,REP,"McCAIN, John / PALIN, Sarah",,,,783
City & County of Honolulu,AB-18,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-18,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-18,President,,,Total Ballots,,,,2505
City & County of Honolulu,AB-18,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,3
City & County of Honolulu,AB-18,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-18,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-18,President,,,Total Ballots,,,,2505
City & County of Honolulu,AB-18,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,23
City & County of Honolulu,AB-18,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-18,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-18,President,,,Total Ballots,,,,2505
City & County of Honolulu,AB-18,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,1677
City & County of Honolulu,AB-18,President,,,Total Blank Votes,,,,10
City & County of Honolulu,AB-18,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-18,President,,,Total Ballots,,,,2505
City & County of Honolulu,AB-18,US Representative,2,REP,"EVANS, Roger B.",,,,749
City & County of Honolulu,AB-18,US Representative,2,,Total Blank Votes,,,,204
City & County of Honolulu,AB-18,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-18,US Representative,2,,Total Ballots,,,,2505
City & County of Honolulu,AB-18,US Representative,2,DEM,"HIRONO, Mazie",,,,1464
City & County of Honolulu,AB-18,US Representative,2,,Total Blank Votes,,,,204
City & County of Honolulu,AB-18,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-18,US Representative,2,,Total Ballots,,,,2505
City & County of Honolulu,AB-18,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,37
City & County of Honolulu,AB-18,US Representative,2,,Total Blank Votes,,,,204
City & County of Honolulu,AB-18,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-18,US Representative,2,,Total Ballots,,,,2505
City & County of Honolulu,AB-18,US Representative,2,,"STENSHOL, Shaun",,,,50
City & County of Honolulu,AB-18,US Representative,2,,Total Blank Votes,,,,204
City & County of Honolulu,AB-18,US Representative,2,,Total Over Votes,,,,1
City & County of Honolulu,AB-18,US Representative,2,,Total Ballots,,,,2505
City & County of Honolulu,AB-18,State Representative,6,DEM,"COFFMAN, Denny",,,,1271
City & County of Honolulu,AB-18,State Representative,6,,Total Blank Votes,,,,146
City & County of Honolulu,AB-18,State Representative,6,,Total Over Votes,,,,4
City & County of Honolulu,AB-18,State Representative,6,,Total Ballots,,,,2505
City & County of Honolulu,AB-18,State Representative,6,REP,"SMITH, Andy",,,,1084
City & County of Honolulu,AB-18,State Representative,6,,Total Blank Votes,,,,146
